,joint_name,degrees_offset,variance
63,shoulder_pitch,135,0.1425721739196469
64,shoulder_pitch,140,0.148669992266397
65,shoulder_pitch,145,0.15379742371280086
66,shoulder_pitch,150,0.15785960540363386
67,shoulder_pitch,155,0.1607807754895288
68,shoulder_pitch,160,0.16250619124399157
69,shoulder_pitch,165,0.16300352790411402
70,shoulder_pitch,170,0.16226374303027355
71,shoulder_pitch,175,0.1603012816270142
72,forearm_pitch,0,0.00026731202106855865
73,forearm_pitch,5,0.0008406612817435777
74,forearm_pitch,10,0.002275693854317965
75,forearm_pitch,15,0.004598456379319459
76,forearm_pitch,20,0.007823674911784106
77,forearm_pitch,25,0.011953648485701188
78,forearm_pitch,30,0.0169774273342886
79,forearm_pitch,35,0.022870266493795446
80,forearm_pitch,40,0.029593402983134176
81,forearm_pitch,45,0.037094176890729184
82,forearm_pitch,50,0.0453064614962443
83,forearm_pitch,55,0.05415145831364373
84,forearm_pitch,60,0.06353877285189498
85,forearm_pitch,65,0.07336782364603403
86,forearm_pitch,70,0.08352947777327152
87,forearm_pitch,75,0.09390793123421542
88,forearm_pitch,80,0.10438276544170114
89,forearm_pitch,85,0.1148311030415685
90,forearm_pitch,90,0.1251298754708053
91,forearm_pitch,95,0.1351580711839487
92,forearm_pitch,100,0.14479895679832744
93,forearm_pitch,105,0.15394219019274677
94,forearm_pitch,110,0.16248578290668814
95,forearm_pitch,115,0.1703378668341255
96,forearm_pitch,120,0.17741819959275318
97,forearm_pitch,125,0.18365940939212505
98,forearm_pitch,130,0.1890079121087044
99,forearm_pitch,135,0.1934244959560199
100,forearm_pitch,140,0.19688458560342564
101,forearm_pitch,145,0.1993781487431595
102,forearm_pitch,150,0.20090928239395767
103,forearm_pitch,155,0.20149547857788636
104,forearm_pitch,160,0.20116659770328899
105,forearm_pitch,165,0.19996361557745246
106,forearm_pitch,170,0.19793711346818885
107,forearm_pitch,175,0.19514567819600612
108,wrist_pitch,0,0.00026731202106855865
109,wrist_pitch,5,0.000799690003117152
110,wrist_pitch,10,0.0022909060074387203
111,wrist_pitch,15,0.004737465237754894
112,wrist_pitch,20,0.008125902636229861
113,wrist_pitch,25,0.012432725924562852
114,wrist_pitch,30,0.017624528656372006
115,wrist_pitch,35,0.023658262983016314
116,wrist_pitch,40,0.03048166986153748
117,wrist_pitch,45,0.03803387609553907
118,wrist_pitch,50,0.046246124318035146
119,wrist_pitch,55,0.05504264164823425
120,wrist_pitch,60,0.06434161800096802
121,wrist_pitch,65,0.07405628397073333
122,wrist_pitch,70,0.08409605237060586
123,wrist_pitch,75,0.09436771408287359
124,wrist_pitch,80,0.10477666205379677
125,wrist_pitch,85,0.11522811089732915
126,wrist_pitch,90,0.1256282822094255
127,wrist_pitch,95,0.1358855632266059
128,wrist_pitch,100,0.14591157159166612
129,wrist_pitch,105,0.15562215400756385
130,wrist_pitch,110,0.16493824614639696
131,wrist_pitch,115,0.1737866533700445
132,wrist_pitch,120,0.18210066373742545
133,wrist_pitch,125,0.1898205398872732
134,wrist_pitch,130,0.19689386097645695
135,wrist_pitch,135,0.20327574395762948
136,wrist_pitch,140,0.20892889750087437
137,wrist_pitch,145,0.2138235737445796
138,wrist_pitch,150,0.21793736981825562
139,wrist_pitch,155,0.22125499682079586
140,wrist_pitch,160,0.2237678464173431
141,wrist_pitch,165,0.22547359651466986
142,wrist_pitch,170,0.22637569585543724
143,wrist_pitch,175,0.22648285244277983
144,wrist_yaw,0,0.00026731202106855865
145,wrist_yaw,5,0.0006969750791739969
146,wrist_yaw,10,0.0021713440999375135
147,wrist_yaw,15,0.004688550955012276
148,wrist_yaw,20,0.008248452058785995
149,wrist_yaw,25,0.012852053000606541
150,wrist_yaw,30,0.01850064664196035
151,wrist_yaw,35,0.02519470833027508
152,wrist_yaw,40,0.03293255000511567
153,wrist_yaw,45,0.04170886408466308
154,wrist_yaw,50,0.05151311589191089
155,wrist_yaw,55,0.062327919348174984
156,wrist_yaw,60,0.07412742994415494
157,wrist_yaw,65,0.08687583893648383
158,wrist_yaw,70,0.10052597134813004
159,wrist_yaw,75,0.11501818008083661
160,wrist_yaw,80,0.13027940694350937
161,wrist_yaw,85,0.1462226379751726
162,wrist_yaw,90,0.1627466725877732
163,wrist_yaw,95,0.1797362840287301
164,wrist_yaw,100,0.1970627500873422
165,wrist_yaw,105,0.21458487173027785
166,wrist_yaw,110,0.23215026891926951
167,wrist_yaw,115,0.2495971735464328
168,wrist_yaw,120,0.2667564586604173
169,wrist_yaw,125,0.283454082741913
170,wrist_yaw,130,0.2995136879423112
171,wrist_yaw,135,0.3147594969620783
172,wrist_yaw,140,0.32901919472548563
173,wrist_yaw,145,0.3421270426762826
174,wrist_yaw,150,0.35392681833454287
175,wrist_yaw,155,0.364274723584964
176,wrist_yaw,160,0.3730421517540632
177,wrist_yaw,165,0.38011814757194795
178,wrist_yaw,170,0.3854116116082943
179,wrist_yaw,175,0.38885312372109326
